rfp_name,rfp_group,curryr_rev,prevyr_rev
RFP_NAME_A,1355,9194.34,11718.31
RFP_NAME_A,1360,3184.32,4165.49
RFP_NAME_A,1367,2278.4,1864.73
RFP_NAME_A,1371,3831.53,7138.77
RFP_NAME_A,1374,12044.91,17768.05
RFP_NAME_A,1376,0,0
RFP_NAME_A,1383,2439.08,4116.35
RFP_NAME_A,1385,31717.66,34879.67
RFP_NAME_A,1399,3381.34,3941.57
RFP_NAME_A,1404,4242.39,3540.68
RFP_NAME_A,1405,503.16,241.78
RFP_NAME_A,1408,3828.14,2982.8
RFP_NAME_A,1409,448.71,1567.34
RFP_NAME_A,1410,906.36,136.76
RFP_NAME_A,1425,0,0
RFP_NAME_A,1433,81.1,474.54
RFP_NAME_A,1434,0,0
RFP_NAME_A,1443,2935.34,2866.79
RFP_NAME_A,1449,0,0
RFP_NAME_A,1450,311.06,0
RFP_NAME_A,1451,966.14,543.64
RFP_NAME_A,1452,11316.05,13171.27
RFP_NAME_A,1458,15557.55,11721.48
RFP_NAME_A,1472,0,0
RFP_NAME_A,1473,40357.71,38307.58
RFP_NAME_A,1480,876.76,1759.88
RFP_NAME_A,1485,10003.65,10404.05
RFP_NAME_A,1491,2256.14,0
RFP_NAME_A,1492,68.38,179.96
RFP_NAME_A,1497,3240.83,2684.74
RFP_NAME_A,1507,0,852
RFP_NAME_A,1511,4326.24,4029.6
RFP_NAME_A,1515,4923.81,4831.77
RFP_NAME_A,1518,0,0
RFP_NAME_A,1522,2507.53,3745.86
RFP_NAME_A,1528,7015.47,2627.83
RFP_NAME_A,1538,56185.84,36346.62
RFP_NAME_A,1545,0,2829.11
RFP_NAME_A,1546,6389.43,5757.77
RFP_NAME_A,1547,4511.15,4069.87
RFP_NAME_A,1550,252.22,210.8
RFP_NAME_A,1562,4080.02,5004.78
RFP_NAME_A,1564,0,0
RFP_NAME_A,1569,0,128.96
RFP_NAME_A,1575,29241.4,28832.66
RFP_NAME_A,1576,2753.01,2716.2
RFP_NAME_A,1579,0,0
RFP_NAME_A,1584,7231.55,7410.95
RFP_NAME_A,1586,2372.18,2691.98
RFP_NAME_A,1589,0,2140.19
RFP_NAME_A,1593,1414.48,2521.68
RFP_NAME_A,1594,10743.18,11576.81
RFP_NAME_A,1596,6201.5,3974.92
RFP_NAME_A,1597,7339.51,5323.18
RFP_NAME_A,1603,22605.96,21194.91
RFP_NAME_A,1606,180.73,399.1
RFP_NAME_A,1607,342.75,128.96
RFP_NAME_A,1608,925.13,1878.46
RFP_NAME_A,1614,1289.95,1163.6
RFP_NAME_A,1616,4737.21,6226.21
RFP_NAME_A,1618,2029.26,1737.99
RFP_NAME_A,1629,3358.61,3650.06
RFP_NAME_A,1634,1580.93,1550.05
RFP_NAME_A,1637,26506.69,20558.31
RFP_NAME_A,1638,5136.32,4862.06
RFP_NAME_A,1641,7025.09,7421.98
RFP_NAME_A,1646,3085.05,5350.35
RFP_NAME_A,1649,153.18,821.36
RFP_NAME_A,1650,0,-98.36
RFP_NAME_A,1652,0,0
RFP_NAME_A,1653,0,0
RFP_NAME_A,1656,2550.04,3528.47
RFP_NAME_A,1657,463,1288.92
RFP_NAME_A,1659,583.68,848.7
RFP_NAME_A,1660,1254.28,3187.26
RFP_NAME_A,1661,0,0
RFP_NAME_A,1664,0,308.92
RFP_NAME_A,1670,0,0
RFP_NAME_A,1672,0,219.25
RFP_NAME_A,1673,1054.04,1109.72
RFP_NAME_A,1675,8594.14,9069.3
RFP_NAME_A,1684,0,0
RFP_NAME_A,1685,5687.39,8403.12
RFP_NAME_A,1686,7177.42,7763.75
RFP_NAME_A,1687,0,0
RFP_NAME_A,1690,1687.04,837.36
RFP_NAME_A,1692,2302.96,1935.86
RFP_NAME_A,1697,0,0
RFP_NAME_A,1698,983.13,1489.73
RFP_NAME_A,1700,2478.6,2729.75
RFP_NAME_A,1702,6424.39,5563.68
RFP_NAME_A,1704,0,0
RFP_NAME_A,1705,9149.28,7119.18
RFP_NAME_A,1707,118.66,0
RFP_NAME_A,1709,11565.56,18089.8
RFP_NAME_A,1729,0,0
RFP_NAME_A,1730,1334.46,1402.77
RFP_NAME_A,1739,4391.27,3501.89
RFP_NAME_A,1741,4076.53,6179.87
RFP_NAME_A,1755,1289.1,2784.86
RFP_NAME_A,1757,3779.56,5284.89
RFP_NAME_A,1768,1776.2,412.44
RFP_NAME_A,1770,0,0
RFP_NAME_A,1775,0,0
RFP_NAME_A,1776,0,0
RFP_NAME_A,1779,7184.14,7196.65
RFP_NAME_A,1788,19046.02,19481.47
RFP_NAME_A,1794,0,0
RFP_NAME_A,1795,3843.88,5526.44
RFP_NAME_A,1797,7239.56,6493.03
RFP_NAME_A,1802,6971.69,6405.56
RFP_NAME_A,1806,718.22,683.76
RFP_NAME_A,1808,0,0
RFP_NAME_A,1810,2378.41,1562.8
RFP_NAME_A,1813,0,0
RFP_NAME_A,1818,1460.35,3100.03
RFP_NAME_A,1821,0,0
RFP_NAME_A,1826,2586.64,2168.94
RFP_NAME_A,1831,0,0
RFP_NAME_A,1836,3885.33,3198.95
RFP_NAME_A,1842,3969.58,4243.51
RFP_NAME_A,1846,3209.98,2418.35
RFP_NAME_A,1848,0,0
RFP_NAME_A,1853,14928.08,15754.34
RFP_NAME_A,1857,14619.99,11589.4
RFP_NAME_A,1859,1518.75,2538.14
RFP_NAME_A,1862,447.52,370.39
RFP_NAME_A,1866,0,0
RFP_NAME_A,1877,0,0
RFP_NAME_A,1886,1145.69,1690.71
RFP_NAME_A,1887,454.68,743.01
RFP_NAME_A,1889,4871.59,4552.69
RFP_NAME_A,1890,4731.81,4132.29
RFP_NAME_A,1891,6949.12,8710.78
RFP_NAME_A,1892,15517.89,19806.14
RFP_NAME_A,1894,12020.68,9307.25
RFP_NAME_A,1896,-59.33,776.6
RFP_NAME_A,1897,0,0
RFP_NAME_A,1902,2973.38,2723.1
RFP_NAME_A,1903,0,6659.44
RFP_NAME_A,1904,3280.49,3731.19
RFP_NAME_A,1905,709.28,815.16
RFP_NAME_A,1906,0,1102.67
RFP_NAME_A,1908,1812.37,2488.08
RFP_NAME_A,1909,15345.93,14838.23
RFP_NAME_A,1914,26235.9,33294.12
RFP_NAME_A,1915,2650.44,3902.31
RFP_NAME_A,1916,2122.56,1980.35
RFP_NAME_A,1926,2710.87,2087.66
RFP_NAME_A,1929,4128.71,2934.08
RFP_NAME_A,1931,1464.26,1242.91
RFP_NAME_A,1933,5136.93,4073.06
RFP_NAME_A,1936,288.7,345.72
RFP_NAME_A,1937,0,0
RFP_NAME_A,1939,3691,3275.91
RFP_NAME_A,1940,0,0
RFP_NAME_A,1942,3653.97,5486.41
RFP_NAME_A,1945,4400.11,3709.93
RFP_NAME_A,1948,6024.23,3947.15
RFP_NAME_A,1953,246.82,713.94
RFP_NAME_A,1963,0,0
RFP_NAME_A,1976,1051.09,2187.31
RFP_NAME_A,1977,4597.85,5314.18
RFP_NAME_A,1979,873.02,1567.32
RFP_NAME_A,1989,7583.94,11414.66
RFP_NAME_A,1990,3439.41,3308.57
RFP_NAME_A,2104,333.7,3123.8
RFP_NAME_A,2119,0,0
RFP_NAME_A,2130,0,0
RFP_NAME_A,2131,0,0
RFP_NAME_A,2133,14444.34,15915.54
RFP_NAME_A,2136,0,0
RFP_NAME_A,2141,722.26,1054.53
RFP_NAME_A,2150,0,0
RFP_NAME_A,2153,1026.95,572.43
RFP_NAME_A,2176,3512.86,3540.85
RFP_NAME_A,2185,177.99,460.13
RFP_NAME_A,2194,40909.37,47109.4
RFP_NAME_A,2203,3019.37,2848.54
RFP_NAME_A,2209,1226.1,3262.65
RFP_NAME_A,2213,0,0
RFP_NAME_A,2230,701.3,2378.72
RFP_NAME_A,2239,5220.78,3022.27
RFP_NAME_A,2240,4336.19,3502.46
RFP_NAME_A,2242,19861.51,13688.94
RFP_NAME_A,2245,0,0
RFP_NAME_A,2251,0,0
RFP_NAME_A,2252,902.35,1597.93
RFP_NAME_A,2253,12051.14,11869.76
RFP_NAME_A,2259,0,0
RFP_NAME_A,2261,0,0
RFP_NAME_A,2262,756.81,609.87
RFP_NAME_A,2271,98.36,128.96
RFP_NAME_A,2279,15606.05,14794.72
RFP_NAME_A,2280,0,34.13
RFP_NAME_A,2281,0,0
RFP_NAME_A,2286,0,0
RFP_NAME_A,2289,1278.8,1463.1
RFP_NAME_A,2291,26597.61,31525.77
RFP_NAME_A,5002,17092.93,14405.67
RFP_NAME_A,5011,8399.28,8521.66
RFP_NAME_A,5021,27230.89,24296.63
RFP_NAME_A,5028,0,0
RFP_NAME_A,5034,0,0
RFP_NAME_A,5039,1748.09,1568.36
RFP_NAME_A,5044,0,0
RFP_NAME_A,5047,64.48,10878.33
RFP_NAME_A,5049,6286.94,5485.96
RFP_NAME_A,5056,697.61,827.94
RFP_NAME_A,5059,0,0
RFP_NAME_A,5060,7713.03,7840.29
RFP_NAME_A,5065,46072.38,37088.75
RFP_NAME_A,5078,0,0
RFP_NAME_A,7001,1653.13,2752.29
RFP_NAME_A,7005,0,0
RFP_NAME_A,7006,0,0
RFP_NAME_A,7012,1466.19,2519.68
RFP_NAME_A,7020,1270.46,1680.6
RFP_NAME_A,7021,89.98,558.46
RFP_NAME_A,7027,0,0
RFP_NAME_A,7036,513.18,677.4
RFP_NAME_A,7037,3226.1,2589.25
RFP_NAME_A,7039,3659.66,3317.52
RFP_NAME_A,7040,6094.51,4711.74
RFP_NAME_A,7041,3262.35,2523.58
RFP_NAME_A,7042,1929.5,3521.95
RFP_NAME_A,7043,3335.39,2653.79
RFP_NAME_A,7046,3234.23,3236.27
RFP_NAME_A,7049,6886.54,4803.4
RFP_NAME_A,7050,192.4,0
RFP_NAME_A,7051,0,196.72
RFP_NAME_A,7052,0,0
RFP_NAME_A,7053,2451.59,5250.23
RFP_NAME_A,7054,0,0
RFP_NAME_A,7058,503.95,535.94
RFP_NAME_A,7060,0,0
RFP_NAME_A,7062,1867.68,2502.27
RFP_NAME_A,7071,0,0
RFP_NAME_A,7072,0,0
RFP_NAME_A,7074,312.9,876.67
RFP_NAME_A,7075,7301.07,7566.55
RFP_NAME_A,7083,6128.9,7922.91
RFP_NAME_A,7084,2280.17,2318.99
RFP_NAME_A,7085,0,0
RFP_NAME_A,7087,0,0
RFP_NAME_A,9001,2446.54,1697.45
RFP_NAME_A,9003,612.72,0
RFP_NAME_A,9009,271.84,118.66
RFP_NAME_A,9010,0,0
RFP_NAME_A,9011,237.32,779.94
RFP_NAME_A,9014,275.65,0
RFP_NAME_A,9016,6908.05,18761.05
RFP_NAME_A,9018,0,1400.14
RFP_NAME_A,9023,0,0
RFP_NAME_A,9024,0,0
RFP_NAME_A,9031,0,440.02
RFP_NAME_A,9033,0,22185.21
RFP_NAME_A,9035,0,0
RFP_NAME_A,9039,0,0
RFP_NAME_A,9040,0,0
RFP_NAME_A,30010,9693.42,6956.78
RFP_NAME_A,30011,1503.41,1566.72
RFP_NAME_A,30012,2175.05,2484.62
RFP_NAME_A,30015,0,0
RFP_NAME_A,30016,0,231.97
RFP_NAME_A,30023,3807.69,4836.22
RFP_NAME_A,30024,2072.72,1145.92
RFP_NAME_A,30032,1076.49,1968.99
RFP_NAME_A,30033,0,0
RFP_NAME_A,30034,3400.09,3705.83
RFP_NAME_A,30035,1328.52,1859
RFP_NAME_A,30039,0,0
RFP_NAME_A,30040,2198.16,2060.67
RFP_NAME_A,30041,4781.15,5914.24
RFP_NAME_A,30044,984.34,730.26
RFP_NAME_A,30048,2946.35,1601.27
RFP_NAME_A,40002,0,0
RFP_NAME_A,40004,1324.7,868.58
RFP_NAME_A,40005,16093.89,15690.94
RFP_NAME_A,40011,19100.11,18036.38
RFP_NAME_A,40012,98.36,98.36
RFP_NAME_A,40019,5947.98,5774.78
RFP_NAME_A,40020,0,0
RFP_NAME_A,40030,0,0
RFP_NAME_A,40032,0,0
RFP_NAME_A,40034,3612.7,5249
RFP_NAME_A,40035,0,0
RFP_NAME_A,40042,7850.66,8699.71
RFP_NAME_A,40043,2296,2005.46
RFP_NAME_A,40046,771.81,169.34
RFP_NAME_A,40055,2439.72,7000.42
RFP_NAME_A,40058,0,0
RFP_NAME_A,40068,376.82,4464.47
RFP_NAME_A,40071,2604.3,1789.18
RFP_NAME_A,40077,0,0
RFP_NAME_A,40079,0,0
RFP_NAME_A,40080,19473.36,22242.03
RFP_NAME_A,40083,400.58,341.3
RFP_NAME_A,40087,10562.45,12357.2
RFP_NAME_A,40093,0,178.52
RFP_NAME_A,40097,7470.58,7327.51
RFP_NAME_A,40098,0,0
RFP_NAME_A,40102,0,0
RFP_NAME_A,40104,11755.97,12354.19
RFP_NAME_A,40108,1626.79,1858.15
RFP_NAME_A,40112,3836.52,9002.81
RFP_NAME_A,40116,11982.73,15261.94
RFP_NAME_A,40119,3977.67,3806.42
RFP_NAME_A,40120,1116.19,1279.21
RFP_NAME_A,40122,0,0
RFP_NAME_A,40123,670.2,471.76
RFP_NAME_A,40124,16829.75,17457.23
RFP_NAME_A,40125,0,0
RFP_NAME_A,40126,2736.65,2202.32
RFP_NAME_A,40131,0,0
RFP_NAME_A,40135,0,7268.74
RFP_NAME_A,40136,759.65,1234.69
RFP_NAME_A,40147,0,0
RFP_NAME_A,40148,1135.37,1644.53
RFP_NAME_A,40152,1042.23,2025.12
RFP_NAME_A,40155,2739.04,1164.26
RFP_NAME_A,40159,3896.92,5418.02
RFP_NAME_A,40160,3428.04,1384.07
RFP_NAME_A,40163,0,0
RFP_NAME_A,40164,12927.38,12337.46
RFP_NAME_A,40166,59.33,246.43
RFP_NAME_A,40176,852.16,622.36
RFP_NAME_A,40181,3010.35,3733.29
RFP_NAME_A,40183,5288.12,5554.96
RFP_NAME_A,40189,17168.77,20259.14
RFP_NAME_A,40196,871.42,1679.49
RFP_NAME_A,40197,4269.98,3553.6
RFP_NAME_A,40198,0,0
RFP_NAME_A,40211,0,0
RFP_NAME_A,40212,0,0
RFP_NAME_A,40216,3066.21,4768.82
RFP_NAME_A,40220,878.99,2789.22
RFP_NAME_A,40223,8292.5,8538.83
RFP_NAME_A,40224,672.14,630.62
RFP_NAME_A,40231,4136.72,3197.62
RFP_NAME_A,40233,5637.63,6475.03
RFP_NAME_A,40241,17374.2,19299.07
RFP_NAME_A,40242,0,0
RFP_NAME_A,40243,2737.33,1892.46
RFP_NAME_A,40244,3864.88,6020.66
RFP_NAME_A,40249,0,0
RFP_NAME_A,40250,264.16,72.75
RFP_NAME_A,40251,2581.6,2435.89
RFP_NAME_A,40254,293.84,335.68
RFP_NAME_A,40255,2044.48,2505.89
RFP_NAME_A,40258,0,0
RFP_NAME_A,40259,1318.78,1195.05
RFP_NAME_A,40260,1758.34,779.36
RFP_NAME_A,40261,2921.29,2872.91
RFP_NAME_A,40264,3663.24,4104.25
RFP_NAME_A,40266,14130.29,13390.84
RFP_NAME_A,40267,0,0
RFP_NAME_A,40269,0,0
RFP_NAME_A,40277,0,0
RFP_NAME_A,40278,0,0
RFP_NAME_A,40282,1256.04,3564.82
RFP_NAME_A,40283,0,0
RFP_NAME_A,40284,3612.44,3735.6
RFP_NAME_A,40285,2960.27,4056.42
RFP_NAME_A,40288,4099.07,2969.33
RFP_NAME_A,40290,743.89,582.47
RFP_NAME_A,40292,0,0
RFP_NAME_A,40294,4329.08,4766.55
RFP_NAME_A,40295,278.32,536.24
RFP_NAME_A,40296,0,0
RFP_NAME_A,40302,0,0
RFP_NAME_A,40306,1883.57,2564.01
RFP_NAME_A,40308,2007.73,2503.09
RFP_NAME_A,40309,0,0
RFP_NAME_A,40313,6725.75,5064.69
RFP_NAME_A,40316,807.13,665.05
RFP_NAME_A,40323,179.96,308.92
RFP_NAME_A,40326,542.45,379.51
RFP_NAME_A,40328,100.28,193.44
RFP_NAME_A,40330,1095.12,793.26
RFP_NAME_A,40337,1961.2,1432.34
RFP_NAME_A,40339,4582.39,4220.33
RFP_NAME_A,40342,1214.71,789.94
RFP_NAME_A,40349,0,59.28
RFP_NAME_A,40350,7578,7453.04
RFP_NAME_A,40351,3308.34,2676.24
RFP_NAME_A,40361,2768.98,3605.66
RFP_NAME_A,40364,3623.77,4089.31
RFP_NAME_A,40365,1485.75,1418.76
RFP_NAME_A,40367,0,-331.78
RFP_NAME_A,40368,0,0
RFP_NAME_A,40372,1156.49,1041.19
RFP_NAME_A,40375,0,0
RFP_NAME_A,40379,5543.95,4957.59
RFP_NAME_A,40381,3403.25,4251.93
RFP_NAME_A,40382,14122.56,11938.08
RFP_NAME_A,40383,0,0
RFP_NAME_A,40385,198.16,139.41
RFP_NAME_A,40389,0,0
RFP_NAME_A,40391,0,0
RFP_NAME_A,40393,505.54,1038.17
RFP_NAME_A,40397,0,0
RFP_NAME_A,40400,0,136.76
RFP_NAME_A,40403,769.84,1508.28
RFP_NAME_A,40406,1926.22,1974.24
RFP_NAME_A,40414,6051.72,4254.16
RFP_NAME_A,40416,0,0
RFP_NAME_A,40420,883.23,671.06
RFP_NAME_A,40421,4718.69,7388.8
RFP_NAME_A,40422,1424.64,1251.24
RFP_NAME_A,40423,457.65,432.76
RFP_NAME_A,40424,3425.61,4092.08
RFP_NAME_A,40425,9756.99,12017.43
RFP_NAME_A,40428,3015.91,3969.88
RFP_NAME_A,40429,4554.32,3115.19
RFP_NAME_A,40432,0,0
RFP_NAME_A,40433,194.24,0
RFP_NAME_A,40435,0,118.66
RFP_NAME_A,40436,984.12,2425.36
RFP_NAME_A,40437,0,0
RFP_NAME_A,40439,1394.43,1298.67
RFP_NAME_A,40442,587.19,615.28
RFP_NAME_A,40446,1177.41,1408.85
RFP_NAME_A,40453,43,0
RFP_NAME_A,40457,1971.12,2280.91
RFP_NAME_A,40461,1676.4,2034.75
RFP_NAME_A,40466,0,0
RFP_NAME_A,40469,2772.38,2315.64
RFP_NAME_A,40470,68.38,0
RFP_NAME_A,40480,2151.03,852.57
RFP_NAME_A,40483,7358.63,5543.9
RFP_NAME_A,40487,1632.82,872.65
RFP_NAME_A,40490,2502.26,2171.06
RFP_NAME_A,40495,0,0
RFP_NAME_A,40496,2361.14,2795.45
RFP_NAME_A,40497,14366.97,15540.37
RFP_NAME_A,40500,1671.07,2011.95
RFP_NAME_A,40504,320.32,0
RFP_NAME_A,40508,802.49,-108.66
RFP_NAME_A,40512,1045.37,1570.01
RFP_NAME_A,40514,98.36,0
RFP_NAME_A,40517,1163.72,1037.88
RFP_NAME_A,40524,0,2650.92
RFP_NAME_A,40531,145.5,150.9
RFP_NAME_A,40532,1692.26,1904.56
RFP_NAME_A,40535,882.66,919.67
RFP_NAME_A,40539,1578.21,1784.38
RFP_NAME_A,40557,2239.85,2257.12
RFP_NAME_A,40560,3013.32,4767.04
RFP_NAME_A,40562,8589.09,7226.43
RFP_NAME_A,40566,689.52,178.14
RFP_NAME_A,40568,317.4,306.95
RFP_NAME_A,40570,0,0
RFP_NAME_A,40578,958.12,943.89
RFP_NAME_A,40580,10747.7,8835.49
RFP_NAME_A,40584,11619.39,14624.39
RFP_NAME_A,40585,678.28,771.54
RFP_NAME_A,40593,1445.4,1768.16
RFP_NAME_A,40595,3497.03,4053.73
RFP_NAME_A,40596,1366.8,1183.67
RFP_NAME_A,40598,9455.72,11679.61
RFP_NAME_A,40600,3213.1,4376.53
RFP_NAME_A,40608,0,0
RFP_NAME_A,40614,396.93,1271.27
RFP_NAME_A,40618,0,0
RFP_NAME_A,40620,0,0
RFP_NAME_A,40621,27924.58,22927.95
RFP_NAME_A,40630,3705.49,1996.71
RFP_NAME_A,40633,0,0
RFP_NAME_A,40635,1287.76,1279.45
RFP_NAME_A,40637,0,0
RFP_NAME_A,40646,5158.29,4995.52
RFP_NAME_A,40647,0,0
RFP_NAME_A,40648,0,0
RFP_NAME_A,40649,3838.57,4795.95
RFP_NAME_A,40650,495.21,166.62
RFP_NAME_A,40651,0,0
RFP_NAME_A,40657,276.35,117.52
RFP_NAME_A,40658,964.53,1740.5
RFP_NAME_A,40660,1335.75,1122.87
RFP_NAME_A,40661,1870.9,3072.87
RFP_NAME_A,40662,0,0
RFP_NAME_A,40664,0,0
RFP_NAME_A,40667,19424.22,21157.93
RFP_NAME_A,40668,9452.29,9516.94
RFP_NAME_A,40677,513.57,1191.41
RFP_NAME_A,40687,275.65,324.93
RFP_NAME_A,40689,2238.98,1003.99
RFP_NAME_A,40690,1651.12,2738.67
RFP_NAME_A,40691,34.19,181.42
RFP_NAME_A,40692,6070.39,4663.78
RFP_NAME_A,40694,0,0
RFP_NAME_A,40697,0,0
RFP_NAME_A,40705,0,0
RFP_NAME_A,40706,6293.55,6239.59
RFP_NAME_A,40711,18724.39,17095.11
RFP_NAME_A,40715,0,147.54
RFP_NAME_A,40718,0,0
RFP_NAME_A,40722,276.17,0
RFP_NAME_A,40724,0,0
RFP_NAME_A,40725,5448.97,4113.21
RFP_NAME_A,40726,1876.23,1026.18
RFP_NAME_A,40729,6295.66,7449.28
RFP_NAME_A,40730,0,0
RFP_NAME_A,40739,0,0
RFP_NAME_A,40743,0,0
RFP_NAME_A,40745,9595.04,10570.22
